Date,Ticker Pair,Traditional_Spread
2019-01-13,AAPL-MSFT,0.17636943338998803
2019-01-20,AAPL-MSFT,-0.1472765052351558
2019-01-27,AAPL-MSFT,0.10893514101683774
2019-02-03,AAPL-MSFT,0.8635319345175929
2019-02-10,AAPL-MSFT,0.008510491263884968
2019-02-17,AAPL-MSFT,-0.2007404358904969
2019-02-24,AAPL-MSFT,-0.11912135228816521
2019-03-03,AAPL-MSFT,-0.010263718755087678
2019-03-10,AAPL-MSFT,0.06629782129688279
2019-03-17,AAPL-MSFT,0.2548208698301549
2019-03-24,AAPL-MSFT,0.1587690223713923
2019-03-31,AAPL-MSFT,-0.10617824577817471
2019-04-07,AAPL-MSFT,0.19344254896744903
2019-04-14,AAPL-MSFT,0.01751388712043347
2019-04-21,AAPL-MSFT,0.0566384514339331
2019-04-28,AAPL-MSFT,-0.4357051921743489
2019-05-05,AAPL-MSFT,0.4009503646444151
2019-05-12,AAPL-MSFT,-0.44276235733404395
2019-05-19,AAPL-MSFT,-0.452629742146775
2019-05-26,AAPL-MSFT,-0.33055952437277186
2019-06-02,AAPL-MSFT,-0.0015873125849865549
2019-06-09,AAPL-MSFT,0.22113413242226
2019-06-16,AAPL-MSFT,0.061466588030059284
2019-06-23,AAPL-MSFT,-0.012851589004963273
2019-06-30,AAPL-MSFT,0.16756271122438712
2019-07-07,AAPL-MSFT,0.08892301960821905
2019-07-14,AAPL-MSFT,-0.14693912862346492
2019-07-21,AAPL-MSFT,0.1258388230236849
2019-07-28,AAPL-MSFT,-0.06880957987483288
2019-08-04,AAPL-MSFT,0.13099364550461062
2019-08-11,AAPL-MSFT,-0.13852395990086538
2019-08-18,AAPL-MSFT,0.32599087017609335
2019-08-25,AAPL-MSFT,0.02443611210020215
2019-09-01,AAPL-MSFT,-0.018323556028178457
2019-09-08,AAPL-MSFT,0.12351315029942475
2019-09-15,AAPL-MSFT,0.3519743738955643
2019-09-22,AAPL-MSFT,-0.1656762285694484
2019-09-29,AAPL-MSFT,0.1642133788433427
2019-10-06,AAPL-MSFT,0.3171616915401905
2019-10-13,AAPL-MSFT,0.26981429742065416
2019-10-20,AAPL-MSFT,0.1626962100884812
2019-10-27,AAPL-MSFT,0.1782320139762293
2019-11-03,AAPL-MSFT,0.15499954249102973
2019-11-10,AAPL-MSFT,0.05020194795672254
2019-11-17,AAPL-MSFT,-0.040047135804090354
2019-11-24,AAPL-MSFT,-0.1280272668203765
2019-12-01,AAPL-MSFT,0.09058540247760791
2019-12-08,AAPL-MSFT,0.10447832107879941
2019-12-15,AAPL-MSFT,-0.005170466571350342
2019-12-22,AAPL-MSFT,-0.01512044457157663
2019-12-29,AAPL-MSFT,0.25211819542574926
2019-01-13,GOOGL-META,-0.36227579693600886
2019-01-20,GOOGL-META,-0.03257127889190975
2019-01-27,GOOGL-META,-0.0021005553867182603
2019-02-03,GOOGL-META,-0.6262074532340463
2019-02-10,GOOGL-META,-0.16693761499349796
2019-02-17,GOOGL-META,0.27047391151796557
2019-02-24,GOOGL-META,-0.006066265722137788
2019-03-03,GOOGL-META,0.1541482931809916
2019-03-10,GOOGL-META,-0.29122233393764846
2019-03-17,GOOGL-META,0.3461337786035305
2019-03-24,GOOGL-META,0.14297379648160377
2019-03-31,GOOGL-META,-0.2653221356576186
2019-04-07,GOOGL-META,-0.17019763693917667
2019-04-14,GOOGL-META,-0.07558656982682915
2019-04-21,GOOGL-META,0.11403721181540767
2019-04-28,GOOGL-META,-0.29945300067821595
2019-05-05,GOOGL-META,-0.5819081247228044
2019-05-12,GOOGL-META,0.10229303378363322
2019-05-19,GOOGL-META,0.09631604792491573
2019-05-26,GOOGL-META,-0.031133403836359964
2019-06-02,GOOGL-META,-0.06573005776689785
2019-06-09,GOOGL-META,-0.08398296423280216
2019-06-16,GOOGL-META,-0.19845183221806048
2019-06-23,GOOGL-META,-0.12777781091680496
2019-06-30,GOOGL-META,-0.3148315153098327
2019-07-07,GOOGL-META,0.16829496848817307
2019-07-14,GOOGL-META,-0.21554575121669778
2019-07-21,GOOGL-META,0.11296493169256684
2019-07-28,GOOGL-META,0.5815536682020477
2019-08-04,GOOGL-META,0.07934111614019297
2019-08-11,GOOGL-META,-0.01257950003327106
2019-08-18,GOOGL-META,0.07612958605331781
2019-08-25,GOOGL-META,0.055235617275510226
2019-09-01,GOOGL-META,-0.092129459646688
2019-09-08,GOOGL-META,0.009500588544362393
2019-09-15,GOOGL-META,0.1753166760605598
2019-09-22,GOOGL-META,-0.1577887691484775
2019-09-29,GOOGL-META,0.3968209187631925
2019-10-06,GOOGL-META,-0.21047891530333318
2019-10-13,GOOGL-META,-0.1193185268571392
2019-10-20,GOOGL-META,0.0802826127607766
2019-10-27,GOOGL-META,0.01933047017246337
2019-11-03,GOOGL-META,-0.1663945300523959
2019-11-10,GOOGL-META,0.26240535370748413
2019-11-17,GOOGL-META,-0.035226349170251844
2019-11-24,GOOGL-META,-0.3237721576041984
2019-12-01,GOOGL-META,-0.0514632412449305
2019-12-08,GOOGL-META,0.17817950229065802
2019-12-15,GOOGL-META,0.24244112597347034
2019-12-22,GOOGL-META,-0.3911888851339558
2019-12-29,GOOGL-META,-0.05187407660930918
2019-01-13,AMD-NVDA,-0.05667963397679197
2019-01-20,AMD-NVDA,-0.06362532077168975
2019-01-27,AMD-NVDA,0.05573272942828217
2019-02-03,AMD-NVDA,0.38324834114241796
2019-02-10,AMD-NVDA,-0.1618775281058009
2019-02-17,AMD-NVDA,-0.07242608810984619
2019-02-24,AMD-NVDA,0.022041159457665473
2019-03-03,AMD-NVDA,-0.03054083361820343
2019-03-10,AMD-NVDA,-0.07028200476217547
2019-03-17,AMD-NVDA,-0.13577455251807005
2019-03-24,AMD-NVDA,0.15040837478723454
2019-03-31,AMD-NVDA,-0.08944790427974242
2019-04-07,AMD-NVDA,0.1232451139578477
2019-04-14,AMD-NVDA,-0.0715334614747322
2019-04-21,AMD-NVDA,0.015554716648715116
2019-04-28,AMD-NVDA,0.0850052234424807
2019-05-05,AMD-NVDA,-0.0373546457952748
2019-05-12,AMD-NVDA,0.11623324042208413
2019-05-19,AMD-NVDA,0.09427255563687358
2019-05-26,AMD-NVDA,0.0535783056465029
2019-06-02,AMD-NVDA,0.17868671195354638
2019-06-09,AMD-NVDA,0.18953711669535414
2019-06-16,AMD-NVDA,-0.11420889665547936
2019-06-23,AMD-NVDA,-0.17543228375226771
2019-06-30,AMD-NVDA,-0.07970662612819276
2019-07-07,AMD-NVDA,0.10383841677903417
2019-07-14,AMD-NVDA,0.006029413048601936
2019-07-21,AMD-NVDA,-0.05679010462854164
2019-07-28,AMD-NVDA,0.003936775641321262
2019-08-04,AMD-NVDA,-0.1105464679361958
2019-08-11,AMD-NVDA,0.36656525248533733
2019-08-18,AMD-NVDA,-0.23448707438395067
2019-08-25,AMD-NVDA,-0.1386093845647661
2019-09-01,AMD-NVDA,0.050405194630928414
2019-09-08,AMD-NVDA,-0.1829048348397643
2019-09-15,AMD-NVDA,-0.035027284808300974
2019-09-22,AMD-NVDA,0.0459334934317811
2019-09-29,AMD-NVDA,-0.08034396027436655
2019-10-06,AMD-NVDA,-0.0995467554949212
2019-10-13,AMD-NVDA,-0.0027909494069457705
2019-10-20,AMD-NVDA,0.021775645188824924
2019-10-27,AMD-NVDA,-0.04128440160282733
2019-11-03,AMD-NVDA,0.13064163545197094
2019-11-10,AMD-NVDA,0.017546912321050566
2019-11-17,AMD-NVDA,0.13733398328278168
2019-11-24,AMD-NVDA,-0.0411698776149145
2019-12-01,AMD-NVDA,-0.06131565431148565
