Date,Ticker Pair,Traditional_Spread,Position
2019-01-06,AAPL-MSFT,-2.919419798102168,Buy
2019-01-13,AAPL-MSFT,-1.1017119251676863,Buy
2019-01-20,AAPL-MSFT,-0.8688127002030632,Buy
2019-01-27,AAPL-MSFT,-1.0893154810581704,Buy
2019-02-03,AAPL-MSFT,-0.9494453768112134,Buy
2019-02-10,AAPL-MSFT,0.2692785066069619,Buy
2019-02-17,AAPL-MSFT,0.2647180098822067,Buy
2019-02-24,AAPL-MSFT,-0.03767664209142058,Buy
2019-03-03,AAPL-MSFT,-0.22204943056868698,Buy
2019-03-10,AAPL-MSFT,-0.2533734875807103,Buy
2019-03-17,AAPL-MSFT,-0.17365469710612896,Buy
2019-03-24,AAPL-MSFT,0.15576559285138453,Buy
2019-03-31,AAPL-MSFT,0.36369873595255026,Buy
2019-04-07,AAPL-MSFT,0.19399751988834293,Buy
2019-04-14,AAPL-MSFT,0.4488105817619,Buy
2019-04-21,AAPL-MSFT,0.45701361334117707,Buy
2019-04-28,AAPL-MSFT,0.5202115650263979,Buy
2019-05-05,AAPL-MSFT,-0.10708522204145728,Buy
2019-05-12,AAPL-MSFT,0.4455125006436415,Buy
2019-05-19,AAPL-MSFT,-0.23613566526345314,Buy
2019-05-26,AAPL-MSFT,-0.9153993538979944,Buy
2019-06-02,AAPL-MSFT,-1.4256449784616467,Buy
2019-06-09,AAPL-MSFT,-1.4452882881749878,Buy
2019-06-16,AAPL-MSFT,-1.16460546527539,Buy
2019-06-23,AAPL-MSFT,-1.0937943435384632,Buy
2019-06-30,AAPL-MSFT,-1.1281229226967284,Buy
2019-07-07,AAPL-MSFT,-0.9007578723760926,Buy
2019-07-14,AAPL-MSFT,-0.792615228300564,Buy
2019-07-21,AAPL-MSFT,-1.0201685543981647,Buy
2019-07-28,AAPL-MSFT,-0.8542336863080825,Buy
2019-08-04,AAPL-MSFT,-0.9668956740648432,Buy
2019-08-11,AAPL-MSFT,-0.7908469957999633,Buy
2019-08-18,AAPL-MSFT,-1.00785312701398,Buy
2019-08-25,AAPL-MSFT,-0.5595897957664904,Buy
2019-09-01,AAPL-MSFT,-0.5409814222448592,Buy
2019-09-08,AAPL-MSFT,-0.5829782543273179,Buy
2019-09-15,AAPL-MSFT,-0.4244735226219641,Buy
2019-09-22,AAPL-MSFT,0.062381705714562974,Buy
2019-09-29,AAPL-MSFT,-0.19179790329703436,Buy
2019-10-06,AAPL-MSFT,0.02855263831807131,Buy
2019-10-13,AAPL-MSFT,0.4597272738438023,Buy
2019-10-20,AAPL-MSFT,0.8219911014027824,Buy
2019-10-27,AAPL-MSFT,1.041044261861224,Sell
2019-11-03,AAPL-MSFT,1.2729940354385305,Sell
2019-11-10,AAPL-MSFT,1.4733910464466553,Sell
2019-11-17,AAPL-MSFT,1.5277785450091537,Sell
2019-11-24,AAPL-MSFT,1.4549479860282617,Sell
2019-12-01,AAPL-MSFT,1.2521918361867328,Sell
2019-12-08,AAPL-MSFT,1.3638688107291193,Sell
2019-12-15,AAPL-MSFT,1.496369237182452,Sell
2019-12-22,AAPL-MSFT,1.4723950985927678,Sell
2019-12-29,AAPL-MSFT,1.4343269230133757,Sell
2019-01-06,GOOGL-META,2.2936081149451426,Sell
2019-01-13,GOOGL-META,2.2431744201664325,Sell
2019-01-20,GOOGL-META,1.5364679707020967,Sell
2019-01-27,GOOGL-META,1.4969703811414277,Sell
2019-02-03,GOOGL-META,1.5184172400878622,Sell
2019-02-10,GOOGL-META,0.33493356469744623,Buy
2019-02-17,GOOGL-META,0.0175595048775164,Buy
2019-02-24,GOOGL-META,0.6016231108038856,Buy
2019-03-03,GOOGL-META,0.614853373366528,Buy
2019-03-10,GOOGL-META,0.9512862503702046,Buy
2019-03-17,GOOGL-META,0.3927532998101103,Buy
2019-03-24,GOOGL-META,1.1231456816788787,Sell
2019-03-31,GOOGL-META,1.4411408203911038,Sell
2019-04-07,GOOGL-META,0.9198615317338396,Buy
2019-04-14,GOOGL-META,0.6095197301009535,Buy
2019-04-21,GOOGL-META,0.4820063748349481,Buy
2019-04-28,GOOGL-META,0.7400328712466223,Buy
2019-05-05,GOOGL-META,0.18050515893169763,Buy
2019-05-12,GOOGL-META,-1.016355022619567,Buy
2019-05-19,GOOGL-META,-0.7743780559310731,Buy
2019-05-26,GOOGL-META,-0.549592642456074,Buy
2019-06-02,GOOGL-META,-0.5887474290069359,Buy
2019-06-09,GOOGL-META,-0.7005592501164914,Buy
2019-06-16,GOOGL-META,-0.8514577700572877,Buy
2019-06-23,GOOGL-META,-1.221085455300899,Buy
2019-06-30,GOOGL-META,-1.4472338592837495,Buy
2019-07-07,GOOGL-META,-2.0759817544822408,Buy
2019-07-14,GOOGL-META,-1.716759282530704,Buy
2019-07-21,GOOGL-META,-2.1220416757461646,Buy
2019-07-28,GOOGL-META,-1.8590652004094708,Buy
2019-08-04,GOOGL-META,-0.7025722004679099,Buy
2019-08-11,GOOGL-META,-0.5051118152234279,Buy
2019-08-18,GOOGL-META,-0.5052779678695364,Buy
2019-08-25,GOOGL-META,-0.3207929324905902,Buy
2019-09-01,GOOGL-META,-0.17807032394888378,Buy
2019-09-08,GOOGL-META,-0.33529747964510376,Buy
