Date,Ticker Pair,Traditional_Spread
2019-01-06,AAPL-MSFT,-2.919419798102168
2019-01-13,AAPL-MSFT,-1.1017119251676863
2019-01-20,AAPL-MSFT,-0.8688127002030632
2019-01-27,AAPL-MSFT,-1.0893154810581704
2019-02-03,AAPL-MSFT,-0.9494453768112134
2019-02-10,AAPL-MSFT,0.2692785066069619
2019-02-17,AAPL-MSFT,0.2647180098822067
2019-02-24,AAPL-MSFT,-0.03767664209142058
2019-03-03,AAPL-MSFT,-0.22204943056868698
2019-03-10,AAPL-MSFT,-0.2533734875807103
2019-03-17,AAPL-MSFT,-0.17365469710612896
2019-03-24,AAPL-MSFT,0.15576559285138453
2019-03-31,AAPL-MSFT,0.36369873595255026
2019-04-07,AAPL-MSFT,0.19399751988834293
2019-04-14,AAPL-MSFT,0.4488105817619
2019-04-21,AAPL-MSFT,0.45701361334117707
2019-04-28,AAPL-MSFT,0.5202115650263979
2019-05-05,AAPL-MSFT,-0.10708522204145728
2019-05-12,AAPL-MSFT,0.4455125006436415
2019-05-19,AAPL-MSFT,-0.23613566526345314
2019-05-26,AAPL-MSFT,-0.9153993538979944
2019-06-02,AAPL-MSFT,-1.4256449784616467
2019-06-09,AAPL-MSFT,-1.4452882881749878
2019-06-16,AAPL-MSFT,-1.16460546527539
2019-06-23,AAPL-MSFT,-1.0937943435384632
2019-06-30,AAPL-MSFT,-1.1281229226967284
2019-07-07,AAPL-MSFT,-0.9007578723760926
2019-07-14,AAPL-MSFT,-0.792615228300564
2019-07-21,AAPL-MSFT,-1.0201685543981647
2019-07-28,AAPL-MSFT,-0.8542336863080825
2019-08-04,AAPL-MSFT,-0.9668956740648432
2019-08-11,AAPL-MSFT,-0.7908469957999633
2019-08-18,AAPL-MSFT,-1.00785312701398
2019-08-25,AAPL-MSFT,-0.5595897957664904
2019-09-01,AAPL-MSFT,-0.5409814222448592
2019-09-08,AAPL-MSFT,-0.5829782543273179
2019-09-15,AAPL-MSFT,-0.4244735226219641
2019-09-22,AAPL-MSFT,0.062381705714562974
2019-09-29,AAPL-MSFT,-0.19179790329703436
2019-10-06,AAPL-MSFT,0.02855263831807131
2019-10-13,AAPL-MSFT,0.4597272738438023
2019-10-20,AAPL-MSFT,0.8219911014027824
2019-10-27,AAPL-MSFT,1.041044261861224
2019-11-03,AAPL-MSFT,1.2729940354385305
2019-11-10,AAPL-MSFT,1.4733910464466553
2019-11-17,AAPL-MSFT,1.5277785450091537
2019-11-24,AAPL-MSFT,1.4549479860282617
2019-12-01,AAPL-MSFT,1.2521918361867328
2019-12-08,AAPL-MSFT,1.3638688107291193
2019-12-15,AAPL-MSFT,1.496369237182452
2019-12-22,AAPL-MSFT,1.4723950985927678
2019-12-29,AAPL-MSFT,1.4343269230133757
2019-01-06,GOOGL-META,2.2936081149451426
2019-01-13,GOOGL-META,2.2431744201664325
2019-01-20,GOOGL-META,1.5364679707020967
2019-01-27,GOOGL-META,1.4969703811414277
2019-02-03,GOOGL-META,1.5184172400878622
2019-02-10,GOOGL-META,0.33493356469744623
2019-02-17,GOOGL-META,0.0175595048775164
2019-02-24,GOOGL-META,0.6016231108038856
2019-03-03,GOOGL-META,0.614853373366528
2019-03-10,GOOGL-META,0.9512862503702046
2019-03-17,GOOGL-META,0.3927532998101103
2019-03-24,GOOGL-META,1.1231456816788787
2019-03-31,GOOGL-META,1.4411408203911038
2019-04-07,GOOGL-META,0.9198615317338396
2019-04-14,GOOGL-META,0.6095197301009535
2019-04-21,GOOGL-META,0.4820063748349481
2019-04-28,GOOGL-META,0.7400328712466223
2019-05-05,GOOGL-META,0.18050515893169763
2019-05-12,GOOGL-META,-1.016355022619567
2019-05-19,GOOGL-META,-0.7743780559310731
2019-05-26,GOOGL-META,-0.549592642456074
2019-06-02,GOOGL-META,-0.5887474290069359
2019-06-09,GOOGL-META,-0.7005592501164914
2019-06-16,GOOGL-META,-0.8514577700572877
2019-06-23,GOOGL-META,-1.221085455300899
2019-06-30,GOOGL-META,-1.4472338592837495
2019-07-07,GOOGL-META,-2.0759817544822408
2019-07-14,GOOGL-META,-1.716759282530704
2019-07-21,GOOGL-META,-2.1220416757461646
2019-07-28,GOOGL-META,-1.8590652004094708
2019-08-04,GOOGL-META,-0.7025722004679099
2019-08-11,GOOGL-META,-0.5051118152234279
2019-08-18,GOOGL-META,-0.5052779678695364
2019-08-25,GOOGL-META,-0.3207929324905902
2019-09-01,GOOGL-META,-0.17807032394888378
2019-09-08,GOOGL-META,-0.33529747964510376
2019-09-15,GOOGL-META,-0.29071161523793865
2019-09-22,GOOGL-META,0.08933976704757823
2019-09-29,GOOGL-META,-0.207570499468525
2019-10-06,GOOGL-META,0.6626325613399529
2019-10-13,GOOGL-META,0.25808537518421215
2019-10-20,GOOGL-META,0.04176160509986183
2019-10-27,GOOGL-META,0.22891856983925282
2019-11-03,GOOGL-META,0.29330251194495555
2019-11-10,GOOGL-META,-0.016506840580590435
2019-11-17,GOOGL-META,0.5430807184546501
2019-11-24,GOOGL-META,0.4974260332485216
2019-12-01,GOOGL-META,-0.14430169674017948
2019-12-08,GOOGL-META,-0.22330201383495116
2019-12-15,GOOGL-META,0.16296297319306385
2019-12-22,GOOGL-META,0.6933464495480793
2019-12-29,GOOGL-META,-0.05838163617191696
2019-01-06,AMD-NVDA,1.454882635257684
2019-01-13,AMD-NVDA,-1.4501339298003924
2019-01-20,AMD-NVDA,-1.6294757986750705
2019-01-27,AMD-NVDA,-1.8429415209245297
2019-02-03,AMD-NVDA,-1.5891515666724274
2019-02-10,AMD-NVDA,-0.004840284315032155
2019-02-17,AMD-NVDA,-0.6379628394979865
2019-02-24,AMD-NVDA,-0.8846600384327304
2019-03-03,AMD-NVDA,-0.7607107476801293
2019-03-10,AMD-NVDA,-0.8500423983695778
2019-03-17,AMD-NVDA,-1.1131940774224234
2019-03-24,AMD-NVDA,-1.5849087665477652
2019-03-31,AMD-NVDA,-0.9890217763376031
2019-04-07,AMD-NVDA,-1.3193775805015677
2019-04-14,AMD-NVDA,-0.8299078629069202
2019-04-21,AMD-NVDA,-1.0896868607269965
2019-04-28,AMD-NVDA,-0.9883073459086154
2019-05-05,AMD-NVDA,-0.5985539016391306
2019-05-12,AMD-NVDA,-0.7113770439397467
2019-05-19,AMD-NVDA,-0.17858085154869968
2019-05-26,AMD-NVDA,0.26134339382586974
2019-06-02,AMD-NVDA,0.5310689903337276
2019-06-09,AMD-NVDA,1.3064269679952925
2019-06-16,AMD-NVDA,2.0227178202842553
2019-06-23,AMD-NVDA,1.5796905891321193
2019-06-30,AMD-NVDA,0.905299332727857
2019-07-07,AMD-NVDA,0.6349881926721002
2019-07-14,AMD-NVDA,1.0912677000130684
2019-07-21,AMD-NVDA,1.1496831122647684
2019-07-28,AMD-NVDA,0.9539960767343237
2019-08-04,AMD-NVDA,1.0046592126857359
2019-08-11,AMD-NVDA,0.542397678865179
2019-08-18,AMD-NVDA,1.9893212876516215
2019-08-25,AMD-NVDA,1.0463743923795088
2019-09-01,AMD-NVDA,0.5100823294521243
2019-09-08,AMD-NVDA,0.7407201813088086
2019-09-15,AMD-NVDA,0.04654969780478671
2019-09-22,AMD-NVDA,-0.05787196424035131
2019-09-29,AMD-NVDA,0.17406906493399157
2019-10-06,AMD-NVDA,-0.12322434916689327
2019-10-13,AMD-NVDA,-0.4788876190511369
2019-10-20,AMD-NVDA,-0.45400035738880223
2019-10-27,AMD-NVDA,-0.3325809708621716
2019-11-03,AMD-NVDA,-0.4556359670630698
2019-11-10,AMD-NVDA,0.09690407851177098
2019-11-17,AMD-NVDA,0.20164257345766318
2019-11-24,AMD-NVDA,0.7840334393877827
2019-12-01,AMD-NVDA,0.6565166163475666
2019-12-08,AMD-NVDA,0.44698781335077287
2019-12-15,AMD-NVDA,0.6967623891408791
2019-12-22,AMD-NVDA,0.5731591916215613
2019-12-29,AMD-NVDA,0.602686081078514
2019-01-06,TSLA-GM,1.0987753611844178
2019-01-13,TSLA-GM,1.480500164930833
2019-01-20,TSLA-GM,1.3832522420512878
2019-01-27,TSLA-GM,0.5382266850925927
2019-02-03,TSLA-GM,0.45111661931578195
2019-02-10,TSLA-GM,0.6722391096545107
2019-02-17,TSLA-GM,0.5828190028307897
2019-02-24,TSLA-GM,0.5672691885488222
2019-03-03,TSLA-GM,0.2490264550245846
2019-03-10,TSLA-GM,0.30570930954023423
2019-03-17,TSLA-GM,0.2725138732843615
2019-03-24,TSLA-GM,0.11340892798473834
2019-03-31,TSLA-GM,0.12959289410268893
2019-04-07,TSLA-GM,0.31333954827351795
2019-04-14,TSLA-GM,-0.002929434030835852
2019-04-21,TSLA-GM,-0.22475637531565273
2019-04-28,TSLA-GM,-0.19695287018896881
2019-05-05,TSLA-GM,-0.8419408842820759
2019-05-12,TSLA-GM,-0.34588091616935024
2019-05-19,TSLA-GM,-0.5326258750721067
2019-05-26,TSLA-GM,-1.0250481410150771
2019-06-02,TSLA-GM,-1.2620931946281748
2019-06-09,TSLA-GM,-1.1524766799152548
2019-06-16,TSLA-GM,-1.0270820558248024
2019-06-23,TSLA-GM,-0.8120533158221295
2019-06-30,TSLA-GM,-0.8261426035514476
2019-07-07,TSLA-GM,-0.9960693748603915
2019-07-14,TSLA-GM,-0.7901643511258643
2019-07-21,TSLA-GM,-0.6377286536793123
2019-07-28,TSLA-GM,-0.4213110568308031
2019-08-04,TSLA-GM,-1.1694560211304788
2019-08-11,TSLA-GM,-0.9213283078950822
2019-08-18,TSLA-GM,-0.88716068874698
2019-08-25,TSLA-GM,-0.8781104878502036
2019-09-01,TSLA-GM,-0.9445023413876276
2019-09-08,TSLA-GM,-0.7678978696490059
2019-09-15,TSLA-GM,-0.9901159248077652
2019-09-22,TSLA-GM,-0.640271420434298
2019-09-29,TSLA-GM,-0.5433741833552564
2019-10-06,TSLA-GM,-0.519826564958479
2019-10-13,TSLA-GM,-0.4038165522515165
2019-10-20,TSLA-GM,-0.16457248691185447
2019-10-27,TSLA-GM,-0.07281102511510654
2019-11-03,TSLA-GM,1.0228868758656973
2019-11-10,TSLA-GM,0.6440141619267561
2019-11-17,TSLA-GM,0.907475148701431
2019-11-24,TSLA-GM,1.3418410756655348
2019-12-01,TSLA-GM,1.2813187408420081
2019-12-08,TSLA-GM,1.146621945258977
2019-12-15,TSLA-GM,1.2426563777970727
2019-12-22,TSLA-GM,1.5382406979453227
2019-12-29,TSLA-GM,1.9203267718473314
2019-01-06,KO-PEP,1.0999272483002542
2019-01-13,KO-PEP,1.8818265352047718
2019-01-20,KO-PEP,2.263334317414223
2019-01-27,KO-PEP,1.9880221044736395
2019-02-03,KO-PEP,2.023174767981024
2019-02-10,KO-PEP,2.070927887898764
2019-02-17,KO-PEP,2.27880832496592
2019-02-24,KO-PEP,-0.4059297613982701
2019-03-03,KO-PEP,-0.5555547851539608
2019-03-10,KO-PEP,-0.5763039345898907
2019-03-17,KO-PEP,-0.6639011047157107
2019-03-24,KO-PEP,-0.3104103686269041
2019-03-31,KO-PEP,-0.9861880505627737
2019-04-07,KO-PEP,-0.8696903771963979
2019-04-14,KO-PEP,-0.8869257821780318
2019-04-21,KO-PEP,-0.8685098834185098
2019-04-28,KO-PEP,-1.4109258882636149
2019-05-05,KO-PEP,-0.9044927766379612
2019-05-12,KO-PEP,-0.9163848930396081
2019-05-19,KO-PEP,-1.2331685378962423
2019-05-26,KO-PEP,-1.2005378023969917
2019-06-02,KO-PEP,-0.8262123756066448
2019-06-09,KO-PEP,-0.7812949386544908
2019-06-16,KO-PEP,-0.8331058711950082
2019-06-23,KO-PEP,-0.6040042653977256
2019-06-30,KO-PEP,-0.7101838697011879
2019-07-07,KO-PEP,-0.49921270131617057
2019-07-14,KO-PEP,-0.2944137922916611
2019-07-21,KO-PEP,-0.3354460517697194
2019-07-28,KO-PEP,-0.09966418184756345
2019-08-04,KO-PEP,0.9262037820351579
2019-08-11,KO-PEP,0.7145069805623218
2019-08-18,KO-PEP,1.0712679267026508
2019-08-25,KO-PEP,0.9335208098594113
2019-09-01,KO-PEP,0.9098231167271649
2019-09-08,KO-PEP,0.33913537660869164
2019-09-15,KO-PEP,0.1501747683255894
2019-09-22,KO-PEP,0.06535789327497933
2019-09-29,KO-PEP,0.2118757177519148
2019-10-06,KO-PEP,0.23068471510305474
2019-10-13,KO-PEP,-0.46135396523427175
2019-10-20,KO-PEP,-0.5545167741199111
2019-10-27,KO-PEP,0.3200173841340962
2019-11-03,KO-PEP,-0.18877846199216275
2019-11-10,KO-PEP,-0.17324519545968656
2019-11-17,KO-PEP,-0.25974058045300763
2019-11-24,KO-PEP,-0.1740718844021664
2019-12-01,KO-PEP,-0.06060363038030554
2019-12-08,KO-PEP,-0.02909220188552733
2019-12-15,KO-PEP,-0.011849056512542793
2019-12-22,KO-PEP,-0.110011331091844
2019-12-29,KO-PEP,0.12763922867929964
2019-01-06,NFLX-DIS,0.7567835427805081
2019-01-13,NFLX-DIS,0.5131897043055353
2019-01-20,NFLX-DIS,1.1099296400666059
2019-01-27,NFLX-DIS,1.223801378135391
2019-02-03,NFLX-DIS,1.20235661508247
2019-02-10,NFLX-DIS,1.223019796794105
2019-02-17,NFLX-DIS,1.3472682820539412
2019-02-24,NFLX-DIS,1.4485122260648542
2019-03-03,NFLX-DIS,1.4106854626375767
2019-03-10,NFLX-DIS,1.380441550505727
2019-03-17,NFLX-DIS,1.2591543040446156
2019-03-24,NFLX-DIS,1.3998941035092198
2019-03-31,NFLX-DIS,1.7566381049263138
2019-04-07,NFLX-DIS,1.527513974270454
2019-04-14,NFLX-DIS,1.4647436930308697
2019-04-21,NFLX-DIS,0.47978685258550063
2019-04-28,NFLX-DIS,0.5261698558577286
2019-05-05,NFLX-DIS,0.43308597076359057
2019-05-12,NFLX-DIS,0.8410755277538472
2019-05-19,NFLX-DIS,0.46566611342372766
2019-05-26,NFLX-DIS,0.30955045018049004
2019-06-02,NFLX-DIS,0.40998476335153183
2019-06-09,NFLX-DIS,0.25185427979159375
2019-06-16,NFLX-DIS,0.2852634633568406
2019-06-23,NFLX-DIS,-0.23513273058534062
2019-06-30,NFLX-DIS,0.32817981863832096
2019-07-07,NFLX-DIS,0.32264986859555356
2019-07-14,NFLX-DIS,0.3787280815895757
2019-07-21,NFLX-DIS,0.15963329788296574
2019-07-28,NFLX-DIS,-0.6496414652696361
2019-08-04,NFLX-DIS,-0.4695806934442055
2019-08-11,NFLX-DIS,-0.6583620720040823
2019-08-18,NFLX-DIS,-0.7113501506537384
2019-08-25,NFLX-DIS,-0.6858840472133996
2019-09-01,NFLX-DIS,-0.7570272990057508
2019-09-08,NFLX-DIS,-0.9604178814695074
2019-09-15,NFLX-DIS,-1.1343702737893613
2019-09-22,NFLX-DIS,-0.9855430999348465
2019-09-29,NFLX-DIS,-1.2291325781175158
2019-10-06,NFLX-DIS,-1.2962739770922933
2019-10-13,NFLX-DIS,-1.0918068221092427
2019-10-20,NFLX-DIS,-0.8598259086540875
2019-10-27,NFLX-DIS,-1.065171022227282
2019-11-03,NFLX-DIS,-1.0323841542334153
2019-11-10,NFLX-DIS,-0.9030525832455115
2019-11-17,NFLX-DIS,-1.0361132803028723
2019-11-24,NFLX-DIS,-1.2516485024831443
2019-12-01,NFLX-DIS,-1.092672064698555
2019-12-08,NFLX-DIS,-1.1444232039605127
2019-12-15,NFLX-DIS,-1.1281463216608023
2019-12-22,NFLX-DIS,-1.2880671490007705
2019-12-29,NFLX-DIS,-0.5779225532495555
2019-01-06,JPM-BAC,0.29473300066587943
