Date,Ticker Pair,Spread,Return
2019-02-28,AMD-NVDA,-1.319545758792775,
2019-03-31,AMD-NVDA,-2.016620468400507,-0.07943577348207187
2019-04-30,AMD-NVDA,-1.311964874826298,0.07466081879171549
2019-05-31,AMD-NVDA,1.4561297577698313,0.24278545740437052
2019-06-30,AMD-NVDA,0.5681237075422904,-0.10439750941359405
2019-07-31,AMD-NVDA,0.3280628688044099,-0.02470582252100395
2019-08-31,AMD-NVDA,0.7079568825794664,0.03902984053791447
2019-09-30,AMD-NVDA,-0.47411782984836465,-0.1173813757456591
2019-10-31,AMD-NVDA,-0.3419502273863911,0.015580904639109772
2019-11-30,AMD-NVDA,0.3194804019492806,0.07484945596306569
2019-12-31,AMD-NVDA,1.0692799749771782,0.0857593168187003
2020-01-31,AMD-NVDA,1.2641857507336052,0.020055935150209425
2020-02-29,AMD-NVDA,-0.37783878028638057,-0.1753065248892305
2020-03-31,AMD-NVDA,-0.1387070408721923,0.023956391320993364
2020-04-30,AMD-NVDA,0.2675256360567895,0.0476134829550281
2019-02-28,AMD-META,-1.055456151055568,
2019-03-31,AMD-META,-0.840336624107039,0.05211688622806432
2019-04-30,AMD-META,-1.142556157174777,-0.07755722736220583
2019-05-31,AMD-META,-0.8019842338748415,0.07440579405089431
2019-06-30,AMD-META,-0.720477120614646,0.02048214625
2019-07-31,AMD-META,-0.73673668494616,-0.0037389488386005976
2019-08-31,AMD-META,-0.39869679055680773,0.07691221170328288
2019-09-30,AMD-META,-0.5721613682741485,-0.037340438733873715
2019-10-31,AMD-META,-0.20561585483234812,0.09420188207681668
2019-11-30,AMD-META,0.19752291884978593,0.10171995623371766
2019-12-31,AMD-META,0.8110387818157461,0.15348879385909298
2020-01-31,AMD-META,0.9899674127835788,0.04113097985748326
2020-02-29,AMD-META,1.0555221088067748,0.014413231158607598
2020-03-31,AMD-META,1.68081879379061,0.13337147091921464
2020-04-30,AMD-META,1.7391509693898588,0.015650619152618894
2019-02-28,NVDA-TSLA,-0.7355482542898482,
2019-03-31,NVDA-TSLA,0.3581076168726365,0.2891180327087557
2019-04-30,NVDA-TSLA,0.9981965104259901,0.1551286178889466
2019-05-31,NVDA-TSLA,0.8651532988058412,-0.026481970216753026
2019-06-30,NVDA-TSLA,0.882693497560786,0.00553920142285147
2019-07-31,NVDA-TSLA,0.6868898402812387,-0.05388253134134602
2019-08-31,NVDA-TSLA,0.9255515309485468,0.060033247086774266
2019-09-30,NVDA-TSLA,0.8219989304951235,-0.028476939229847842
2019-10-31,NVDA-TSLA,0.34660131796099714,-0.15260451844408118
2019-11-30,NVDA-TSLA,0.459363870569367,0.03130208534745482
2019-12-31,NVDA-TSLA,-0.13508894663691873,-0.18226441850979347
2020-01-31,NVDA-TSLA,-1.8081236901420379,-0.5503575418509361
2020-02-29,NVDA-TSLA,-1.3975042525508268,0.11618962074712424
2020-03-31,NVDA-TSLA,-0.5604518430970006,0.19160068004743813
2020-04-30,NVDA-TSLA,-1.7078394272038955,-0.3954449657962511
