Date,Ticker,Adj Close,Return
2016-01-10,AAPL,21.936222076416016,
2016-01-17,AAPL,21.974681854248047,0.0017532543980478543
2016-01-24,AAPL,22.945249557495117,0.04416754288797331
2016-01-31,AAPL,22.022193908691406,-0.0402286166681588
2016-02-07,AAPL,21.386499404907227,-0.028866084206682685
2016-02-14,AAPL,21.37967300415039,-0.00031919205792363403
2016-02-21,AAPL,21.845985412597656,0.021811016864324406
2016-02-28,AAPL,22.043874740600586,0.00905838415001492
2016-03-06,AAPL,23.43143653869629,0.0629454582927782
2016-03-13,AAPL,23.260831832885742,-0.007281017769815268
2016-03-20,AAPL,24.093364715576172,0.03579119133277975
2016-03-27,AAPL,24.0364990234375,-0.002360222111356225
2016-04-03,AAPL,25.019155502319336,0.040881847141036154
2016-04-10,AAPL,24.716623306274414,-0.012092022691048698
2016-04-17,AAPL,24.987306594848633,0.010951467165237982
2016-04-24,AAPL,24.038768768310547,-0.03796078712755846
2016-05-01,AAPL,21.322811126708984,-0.11298239388957032
2016-05-08,AAPL,21.21920394897461,-0.004858983044904286
2016-05-15,AAPL,20.715723037719727,-0.023727606015079172
2016-05-22,AAPL,21.79133415222168,0.05192245100706616
2016-05-29,AAPL,22.96534538269043,0.0538751423968713
2016-06-05,AAPL,22.40923500061035,-0.02421519784758963
2016-06-12,AAPL,22.61749267578125,0.009293386193916398
2016-06-19,AAPL,21.816505432128906,-0.03541450217910491
2016-06-26,AAPL,21.37482261657715,-0.02024535125141058
2016-07-03,AAPL,21.944665908813477,0.0266595565473553
2016-07-10,AAPL,22.125459671020508,0.008238619943373937
2016-07-17,AAPL,22.60605239868164,0.021721253922267758
2016-07-24,AAPL,22.578590393066406,-0.0012148076599537427
2016-07-31,AAPL,23.848711013793945,0.056253317794257685
2016-08-07,AAPL,24.730314254760742,0.036966494350863854
2016-08-14,AAPL,24.891374588012695,0.0065126682820437765
2016-08-21,AAPL,25.162883758544922,0.010907761223559742
2016-08-28,AAPL,24.606063842773438,-0.02212862091303014
2016-09-04,AAPL,24.7878360748291,0.007387294173385239
2016-09-11,AAPL,23.729406356811523,-0.04269956097911931
2016-09-18,AAPL,26.442195892333984,0.11432184584523974
2016-09-25,AAPL,25.933696746826172,-0.019230594447537386
2016-10-02,AAPL,26.011926651000977,0.003016535009972232
2016-10-09,AAPL,26.244321823120117,0.008934177588502346
2016-10-16,AAPL,27.06574058532715,0.03129891363713555
2016-10-23,AAPL,26.828752517700195,-0.00875601636983947
2016-10-30,AAPL,26.166088104248047,-0.024699784793011048
2016-11-06,AAPL,25.171815872192383,-0.0379985050915671
2016-11-13,AAPL,25.076993942260742,-0.003766988063677701
2016-11-20,AAPL,25.453964233398438,0.015032515141394587
2016-11-27,AAPL,25.85407257080078,0.01571890074699467
2016-12-04,AAPL,25.41696548461914,-0.016906701448471284
2016-12-11,AAPL,26.35362434387207,0.036851718582209925
2016-12-18,AAPL,26.820798873901367,0.017727145379831777
2016-12-25,AAPL,26.94799041748047,0.004742272747992882
2017-01-01,AAPL,26.786108016967773,-0.0060072160485735715
2017-01-08,AAPL,27.26946449279785,0.018045043181484033
2017-01-15,AAPL,27.530805587768555,0.00958365335849276
2017-01-22,AAPL,27.752832412719727,0.008064668657927543
2017-01-29,AAPL,28.20380973815918,0.016249776553717066
2017-02-05,AAPL,29.8527889251709,0.05846654059577938
2017-02-12,AAPL,30.68834114074707,0.0279890839569652
2017-02-19,AAPL,31.524532318115234,0.027247845477639476
2017-02-26,AAPL,31.742883682250977,0.006926395035217414
2017-03-05,AAPL,32.467567443847656,0.022829802385026632
2017-03-12,AAPL,32.31892395019531,-0.004578214672516512
2017-03-19,AAPL,32.5163688659668,0.0061092663875739195
2017-03-26,AAPL,32.66733932495117,0.004642906457565266
2017-04-02,AAPL,33.368804931640625,0.02147299477658038
2017-04-09,AAPL,33.29447555541992,-0.002227510885480455
2017-04-16,AAPL,32.762569427490234,-0.015975807369132733
2017-04-23,AAPL,33.045936584472656,0.008649112750743315
2017-04-30,AAPL,33.36648941040039,0.009700219120990283
2017-05-07,AAPL,34.599884033203125,0.036965070182609194
2017-05-14,AAPL,36.40799331665039,0.05225766889022365
2017-05-21,AAPL,35.69895553588867,-0.019474783314615052
2017-05-28,AAPL,35.82723617553711,0.003593400359275911
2017-06-04,AAPL,36.256385803222656,0.011978306827322927
2017-06-11,AAPL,34.74736022949219,-0.041620959737148966
2017-06-18,AAPL,33.182334899902344,-0.04504012158775483
2017-06-25,AAPL,34.11762619018555,0.02818642187491016
2017-07-02,AAPL,33.59049987792969,-0.01545026343032907
2017-07-09,AAPL,33.62782669067383,0.0011112312373970923
2017-07-16,AAPL,34.76134490966797,0.0337077453568686
2017-07-23,AAPL,35.04823303222656,0.00825307891003968
