Date,Ticker Pair,Traditional Spread,Traditional Z-score,Traditional Position
2018-01-31,AMD-NVDA,0.8156321908722795,,Buy
2018-02-28,AMD-NVDA,0.7043115841068215,-0.7071067811865476,Buy
2018-03-31,AMD-NVDA,0.5618217525508484,-1.0383284602418879,Buy
2018-04-30,AMD-NVDA,0.6704883813502738,-0.16812402509634708,Buy
2018-05-31,AMD-NVDA,0.7880000693841724,0.7918730469106529,Sell
2018-06-30,AMD-NVDA,0.9383449188554487,1.4721589678109854,Sell
2018-07-31,AMD-NVDA,1.1064519601815146,1.7070718904828317,Sell
2018-08-31,AMD-NVDA,1.2864905540556781,1.777534495740116,Sell
2018-09-30,AMD-NVDA,1.490059550752677,1.821263477814481,Sell
2018-10-31,AMD-NVDA,1.2489716497908998,0.9362359892738914,Sell
2018-11-30,AMD-NVDA,1.6593750013889768,1.7644831996884038,Sell
2018-12-31,AMD-NVDA,1.7185575308777024,1.6014241711990023,Sell
2019-01-31,AMD-NVDA,1.923969996776487,1.7408178418190172,Sell
2019-02-28,AMD-NVDA,1.8156594222685762,1.3364951202407307,Sell
2019-03-31,AMD-NVDA,1.7449757195654523,1.0933621093964387,Sell
2019-04-30,AMD-NVDA,1.8164275326851536,1.1503811685315932,Sell
2019-05-31,AMD-NVDA,2.0971134861157754,1.5499227638278381,Sell
2019-06-30,AMD-NVDA,2.00706912096135,1.2663290931287043,Sell
2019-07-31,AMD-NVDA,1.982727475507606,1.142016479986308,Sell
2019-08-31,AMD-NVDA,2.021248358224722,1.143102414539664,Sell
2019-09-30,AMD-NVDA,1.9013859435003326,0.8761176698962018,Sell
2019-10-31,AMD-NVDA,1.9147879590487697,0.8653598957709935,Sell
2019-11-30,AMD-NVDA,1.9818569839668978,0.9521420145206836,Sell
2019-12-31,AMD-NVDA,2.0578869119207353,1.0490419046513697,Sell
2020-01-31,AMD-NVDA,2.077650482361065,1.0405417058506046,Sell
2020-02-29,AMD-NVDA,1.9111485191657285,0.701544134462597,Sell
2020-03-31,AMD-NVDA,1.9353968913510633,0.7271140409418945,Sell
2020-04-30,AMD-NVDA,1.9735604651843093,0.7783397991497891,Sell
2020-05-31,AMD-NVDA,1.8056561719878794,0.43981847147323966,Sell
2020-06-30,AMD-NVDA,1.715072601970593,0.254983430973465,Sell
2020-07-31,AMD-NVDA,1.9903510193325937,0.7906343092519267,Sell
2020-08-31,AMD-NVDA,1.9187509353434793,0.6308133282552312,Sell
2020-09-30,AMD-NVDA,1.8045730392973884,0.38927008022380827,Sell
2020-10-31,AMD-NVDA,1.7958244776567707,0.3649508138487134,Sell
2020-11-30,AMD-NVDA,1.9364924081859871,0.64856412692795,Sell
2020-12-31,AMD-NVDA,1.9520870257790222,0.6680880172884488,Sell
2021-01-31,AMD-NVDA,1.8886185308451302,0.5227690858236121,Sell
2021-02-28,AMD-NVDA,1.8210430223716099,0.37068058592171244,Sell
2021-03-31,AMD-NVDA,1.7739950226393995,0.26384313224003453,Sell
2021-04-30,AMD-NVDA,1.695672643225298,0.08874042182937872,Sell
2021-05-31,AMD-NVDA,1.5975535614425875,-0.1304487143514077,Buy
2021-06-30,AMD-NVDA,1.5487448782435473,-0.23866459872148976,Buy
2021-07-31,AMD-NVDA,1.696919316062326,0.10170948552667243,Sell
2021-08-31,AMD-NVDA,1.600489789591594,-0.1218422713488572,Buy
2021-09-30,AMD-NVDA,1.6047274742702693,-0.11060464110681845,Buy
2021-10-31,AMD-NVDA,1.5499803757428054,-0.23854887697466123,Buy
2021-11-30,AMD-NVDA,1.5801693994451034,-0.16394042790996682,Buy
2021-12-31,AMD-NVDA,1.5895035370818844,-0.139705048168945,Buy
2022-01-31,AMD-NVDA,1.5420412973661386,-0.2539048132839735,Buy
2022-02-28,AMD-NVDA,1.622730398753852,-0.05258886836553226,Buy
2022-03-31,AMD-NVDA,1.3896718826036762,-0.6298103346528766,Buy
2022-04-30,AMD-NVDA,1.5300253485065065,-0.271995549889578,Buy
2022-05-31,AMD-NVDA,1.6981577642804737,0.1556949706617579,Sell
2022-06-30,AMD-NVDA,1.6196759882770708,-0.046124854290703336,Buy
2022-07-31,AMD-NVDA,1.6502675514195517,0.033161377115318476,Sell
2022-08-31,AMD-NVDA,1.7281953992382681,0.235583737123534,Sell
2022-09-30,AMD-NVDA,1.6534842766201048,0.03736045649243303,Sell
2022-10-31,AMD-NVDA,1.4939513900640606,-0.3852129882923777,Buy
2022-11-30,AMD-NVDA,1.524099406994714,-0.30124325470520097,Buy
2022-12-31,AMD-NVDA,1.489681608334398,-0.3909013937810342,Buy
2023-01-31,AMD-NVDA,1.3479949411823982,-0.7681054092559916,Buy
2023-02-28,AMD-NVDA,1.2200946668786048,-1.0988336442185542,Buy
2023-03-31,AMD-NVDA,1.261510358062472,-0.9701403482505334,Buy
2023-04-30,AMD-NVDA,1.17023454533985,-1.1966700797828995,Buy
2023-05-31,AMD-NVDA,1.1399038729133855,-1.2537795425554012,Buy
2023-06-30,AMD-NVDA,0.991120187054157,-1.6117342712193066,Buy
2023-07-31,AMD-NVDA,0.8958818454228341,-1.8062029009538432,Buy
2023-08-31,AMD-NVDA,0.7623008560816436,-2.071435671822201,Buy
2023-09-30,AMD-NVDA,0.8607054158499654,-1.7635734030727075,Buy
2023-10-31,AMD-NVDA,0.882328146904793,-1.662114224313885,Buy
2023-11-30,AMD-NVDA,0.9523334195251905,-1.4546217280491183,Buy
2023-12-31,AMD-NVDA,1.091176281956209,-1.0946770311984937,Buy
2024-01-31,AMD-NVDA,1.0030163622625006,-1.2878190974797477,Buy
2024-02-29,AMD-NVDA,0.8897629188145837,-1.5297333978471872,Buy
2024-03-31,AMD-NVDA,0.6922465492459633,-1.9440698390496585,Buy
2024-04-30,AMD-NVDA,0.6021799328740487,-2.0809038889029825,Buy
2018-01-31,AMD-META,-2.605507100908043,,Buy
2018-02-28,AMD-META,-2.6848463191541962,-0.7071067811865495,Buy
2018-03-31,AMD-META,-2.7615857336126557,-0.9944016796545586,Buy
2018-04-30,AMD-META,-2.755866263596301,-0.7369452687177868,Buy
2018-05-31,AMD-META,-2.6320637959679005,0.7913887554963835,Sell
2018-06-30,AMD-META,-2.5574211206999986,1.3160744422125887,Sell
2018-07-31,AMD-META,-2.237619915976988,2.055682114743539,Sell
2018-08-31,AMD-META,-1.9385939887947603,2.0253619194497428,Sell
2018-09-30,AMD-META,-1.6675329739698834,1.9373371453600154,Sell
2018-10-31,AMD-META,-2.1158252336666483,0.7319478929391341,Sell
2018-11-30,AMD-META,-1.8825809920423588,1.1828735981459315,Sell
2018-12-31,AMD-META,-1.9555759726209954,0.9182775921945184,Sell
2019-01-31,AMD-META,-1.9164410282522044,0.9413235222548304,Sell
2019-02-28,AMD-META,-1.9212173488682578,0.8694323612404099,Sell
2019-03-31,AMD-META,-1.871971429991996,0.9320789954428189,Sell
2019-04-30,AMD-META,-1.9411564721696593,0.717940522220365,Sell
2019-05-31,AMD-META,-1.8631916878840866,0.8733019199797277,Sell
2019-06-30,AMD-META,-1.8445329934490489,0.8762899115071784,Sell
2019-07-31,AMD-META,-1.8482550247992893,0.8274903077191071,Sell
2019-08-31,AMD-META,-1.7708699664428176,0.9821045011667571,Sell
2019-09-30,AMD-META,-1.8105800136411259,0.8400119664933654,Sell
2019-10-31,AMD-META,-1.7266691219615105,1.0151537104360935,Sell
2019-11-30,AMD-META,-1.6343815080344548,1.1937156617813296,Sell
2019-12-31,AMD-META,-1.4939335607020143,1.4586807859979476,Sell
2020-01-31,AMD-META,-1.452972665547735,1.4611724323933002,Sell
2020-02-29,AMD-META,-1.4379656819467734,1.408843990618482,Sell
2020-03-31,AMD-META,-1.2948210162524538,1.6334637659881608,Sell
2020-04-30,AMD-META,-1.3581767572242285,1.4019052041357365,Sell
2020-05-31,AMD-META,-1.4265249707909842,1.1903271183141004,Sell
2020-06-30,AMD-META,-1.4576502420291617,1.0776920418707712,Sell
2020-07-31,AMD-META,-1.1819579561381017,1.6050261903928742,Sell
2020-08-31,AMD-META,-1.1672735721592575,1.5470821138230788,Sell
2020-09-30,AMD-META,-1.1566635309225797,1.4904442451230184,Sell
2020-10-31,AMD-META,-1.246522868022728,1.249661614537867,Sell
2020-11-30,AMD-META,-1.0902703949583241,1.5016477165409778,Sell
2020-12-31,AMD-META,-1.0867244569918162,1.4422346222266134,Sell
2021-01-31,AMD-META,-1.099383423668388,1.3604642753106904,Sell
2021-02-28,AMD-META,-1.109913676191967,1.291228872476135,Sell
2021-03-31,AMD-META,-1.3175803644690163,0.861013606639644,Sell
2021-04-30,AMD-META,-1.3772950116394727,0.7283868228639272,Sell
2021-05-31,AMD-META,-1.4075087355505804,0.6564793388870572,Sell
2021-06-30,AMD-META,-1.3041170980012886,0.8463883037370054,Sell
2021-07-31,AMD-META,-1.2058411683235413,1.0193662273011372,Sell
2021-08-31,AMD-META,-1.2268319173786226,0.9556330082234308,Sell
2021-09-30,AMD-META,-1.1886903479682172,1.0090720720104542,Sell
2021-10-31,AMD-META,-0.9853069949048407,1.3732160354391396,Sell
2021-11-30,AMD-META,-0.7125261868737152,1.825294210201401,Sell
2021-12-31,AMD-META,-0.8443318703751315,1.5144192917252823,Sell
2022-01-31,AMD-META,-1.003942643713886,1.1794794300152138,Sell
2022-02-28,AMD-META,-0.5323536528150736,1.9710834715434347,Sell
2022-03-31,AMD-META,-0.7051335332161699,1.593830342958322,Sell
2022-04-30,AMD-META,-0.8472123025920357,1.301105965292916,Sell
2022-05-31,AMD-META,-0.6376994466168657,1.6191432656478275,Sell
2022-06-30,AMD-META,-0.7413554892120962,1.3957531266481342,Sell
2022-07-31,AMD-META,-0.516548601235618,1.7232781231410865,Sell
2022-08-31,AMD-META,-0.6474980100862853,1.4556181274760862,Sell
2022-09-30,AMD-META,-0.7567644383927288,1.241118618763547,Sell
2022-10-31,AMD-META,-0.43427246395865904,1.7237359770521645,Sell
