Date,Ticker Pair,Traditional Spread,Traditional Z-score,Traditional Position
2022-11-30,AMD-META,-0.4148758759518394,1.6967287083757483,Sell
2022-12-31,AMD-META,-0.614776654485671,1.338054072181687,Sell
2023-01-31,AMD-META,-0.6795567525482227,1.207882911585469,Sell
2023-02-28,AMD-META,-0.7956239458528325,1.0038984866496665,Sell
2023-03-31,AMD-META,-0.766531768402416,1.033437996330799,Sell
2023-04-30,AMD-META,-0.9844844306652476,0.6742537541172252,Sell
2023-05-31,AMD-META,-0.8015080915782846,0.956179417471209,Sell
2023-06-30,AMD-META,-0.9193019442904848,0.756183226213337,Sell
2023-07-31,AMD-META,-1.0195333352486546,0.5873026998856298,Sell
2023-08-31,AMD-META,-1.0244917410390997,0.5735569096313635,Sell
2023-09-30,AMD-META,-1.0668003503554848,0.4995427456112817,Sell
2023-10-31,AMD-META,-1.113248415840963,0.41932234917404987,Sell
2023-11-30,AMD-META,-0.9886048738843956,0.6202610110799041,Sell
2023-12-31,AMD-META,-0.8712641663088183,0.8066470415390249,Sell
2024-01-31,AMD-META,-0.8396866177211386,0.8492868121779178,Sell
2024-02-29,AMD-META,-0.9307772079345069,0.6897102113877536,Sell
2024-03-31,AMD-META,-0.9860271392009423,0.5914427884814709,Sell
2024-04-30,AMD-META,-0.9897952432799739,0.5799459332702036,Sell
2018-01-31,NVDA-TSLA,-1.357442948884817,,Buy
2018-02-28,NVDA-TSLA,-1.3401352056550835,0.7071067811865475,Sell
2018-03-31,NVDA-TSLA,-1.1301838418469985,1.1519957557215825,Sell
2018-04-30,NVDA-TSLA,-1.2587514485104108,0.12423508465833098,Sell
2018-05-31,NVDA-TSLA,-1.1119080631416733,1.1138578169538729,Sell
2018-06-30,NVDA-TSLA,-1.3604960592696986,-0.8843453807592839,Buy
2018-07-31,NVDA-TSLA,-1.1874258485950486,0.5774102880357691,Sell
2018-08-31,NVDA-TSLA,-1.0620880766408491,1.3717085032727099,Sell
2018-09-30,NVDA-TSLA,-0.9304383599859329,1.7631091704989192,Sell
2018-10-31,NVDA-TSLA,-1.4599826786079166,-1.4649609533410395,Buy
2018-11-30,NVDA-TSLA,-1.751921416473888,-2.165029651573091,Buy
2018-12-31,NVDA-TSLA,-1.902442851219336,-2.0697970058189235,Buy
2019-01-31,NVDA-TSLA,-1.7478398296938653,-1.3407265125735417,Buy
2019-02-28,NVDA-TSLA,-1.717278882271989,-1.1302510194697242,Buy
2019-03-31,NVDA-TSLA,-1.4317525223576903,-0.16812011762092313,Buy
2019-04-30,NVDA-TSLA,-1.264640900095069,0.3977366365394804,Sell
2019-05-31,NVDA-TSLA,-1.2993756853036398,0.26531628358161036,Sell
2019-06-30,NVDA-TSLA,-1.2947960276544646,0.2740641605522808,Sell
2019-07-31,NVDA-TSLA,-1.3459160426038006,0.07842132986575505,Sell
2019-08-31,NVDA-TSLA,-1.2836069888510706,0.31264990868623943,Sell
2019-09-30,NVDA-TSLA,-1.3106422113829599,0.1998252385799023,Sell
2019-10-31,NVDA-TSLA,-1.4347568268845157,-0.3005908562388623,Buy
2019-11-30,NVDA-TSLA,-1.4053171543809007,-0.17359223262560003,Buy
2019-12-31,NVDA-TSLA,-1.5605139963981682,-0.8084998090895807,Buy
2020-01-31,NVDA-TSLA,-1.9973015983647755,-2.312356766467107,Buy
2020-02-29,NVDA-TSLA,-1.8900988308595115,-1.7418614382308482,Buy
2020-03-31,NVDA-TSLA,-1.6715657448725503,-0.9055382566211836,Buy
2020-04-30,NVDA-TSLA,-1.9684957904897624,-1.8352366150059694,Buy
2020-05-31,NVDA-TSLA,-1.8397642655923154,-1.3159323866805008,Buy
2020-06-30,NVDA-TSLA,-2.0286565782408186,-1.819215298315162,Buy
2020-07-31,NVDA-TSLA,-2.198887590651589,-2.1497055624375965,Buy
2020-08-31,NVDA-TSLA,-2.5225016106299654,-2.6976775605978784,Buy
2020-09-30,NVDA-TSLA,-2.360843668383889,-2.0650085200620425,Buy
2020-10-31,NVDA-TSLA,-2.3369732627577022,-1.8645493378389424,Buy
2020-11-30,NVDA-TSLA,-2.6503601291634555,-2.3696038385527083,Buy
2020-12-31,NVDA-TSLA,-2.8939910044261765,-2.5865678233845544,Buy
2021-01-31,NVDA-TSLA,-3.016345168937319,-2.5331690828746325,Buy
2021-02-28,NVDA-TSLA,-2.8010140178584013,-1.9790314661389374,Buy
2021-03-31,NVDA-TSLA,-2.816467452999069,-1.8845029913753877,Buy
2021-04-30,NVDA-TSLA,-2.759461899289728,-1.6947638219285581,Buy
2021-05-31,NVDA-TSLA,-2.5540186802480958,-1.2986643104320832,Buy
2021-06-30,NVDA-TSLA,-2.429234282182776,-1.0595737218380998,Buy
2021-07-31,NVDA-TSLA,-2.4657024282167255,-1.092150397231165,Buy
2021-08-31,NVDA-TSLA,-2.3957226319907208,-0.9529077263675683,Buy
2021-09-30,NVDA-TSLA,-2.525839773924685,-1.1418131350944505,Buy
2021-10-31,NVDA-TSLA,-2.67767393204877,-1.3528891017017937,Buy
2021-11-30,NVDA-TSLA,-2.45957336966658,-0.9695491100743491,Buy
2021-12-31,NVDA-TSLA,-2.4847545326304683,-0.990353677108866,Buy
2022-01-31,NVDA-TSLA,-2.547424359188162,-1.0703421092015457,Buy
2022-02-28,NVDA-TSLA,-2.4781607392789065,-0.9372215946744832,Buy
2022-03-31,NVDA-TSLA,-2.579088993041668,-1.0812162384972173,Buy
2022-04-30,NVDA-TSLA,-2.7520292020755415,-1.330986336329627,Buy
2022-05-31,NVDA-TSLA,-2.6069724555401548,-1.0698942374388547,Buy
2022-06-30,NVDA-TSLA,-2.696534357527611,-1.1894328239726726,Buy
2022-07-31,NVDA-TSLA,-2.7962222559893983,-1.3182586564994048,Buy
2022-08-31,NVDA-TSLA,-2.906061462696791,-1.4541521862605613,Buy
2022-09-30,NVDA-TSLA,-3.0853242969749526,-1.682107562902877,Buy
2022-10-31,NVDA-TSLA,-2.825933322248812,-1.2441429824329981,Buy
2022-11-30,NVDA-TSLA,-2.4436053886615463,-0.6358928508361649,Buy
2022-12-31,NVDA-TSLA,-2.132485829704474,-0.14342100858821452,Buy
2023-01-31,NVDA-TSLA,-2.1830712746289955,-0.22206123706200026,Buy
2023-02-28,NVDA-TSLA,-2.182444872048418,-0.2192075465124807,Buy
2023-03-31,NVDA-TSLA,-2.0113794043512443,0.0570736105553381,Sell
2023-04-30,NVDA-TSLA,-1.7792043318190447,0.4317074624856268,Sell
2023-05-31,NVDA-TSLA,-1.6852179386849206,0.5799775069244681,Sell
2023-06-30,NVDA-TSLA,-1.8231777056424492,0.3493653351251553,Sell
2023-07-31,NVDA-TSLA,-1.7450385755999083,0.4748181058561727,Sell
2023-08-31,NVDA-TSLA,-1.6547763171465357,0.619302988243818,Sell
2023-09-30,NVDA-TSLA,-1.7500660679584383,0.45532897695362673,Sell
2023-10-31,NVDA-TSLA,-1.59478015165929,0.7098485492587832,Sell
2023-11-30,NVDA-TSLA,-1.6361936118997193,0.6333577713980917,Sell
2023-12-31,NVDA-TSLA,-1.6133207792599946,0.665553958006652,Sell
2024-01-31,NVDA-TSLA,-1.1135574928387584,1.485575072529848,Sell
2024-02-29,NVDA-TSLA,-0.9371844250724353,1.7349419277893654,Sell
2024-03-31,NVDA-TSLA,-0.6658612068543341,2.1063947932490796,Sell
2024-04-30,NVDA-TSLA,-0.7938727908310366,1.8417909000022483,Sell
